iddiagnostico	descripcion	codigo_cie9	codigo_cie10
2954	ABSCESO VULVA OTRO	6164  	NULL
2955	HIPOTIROIDISMO ADQUIRIDO NO ESPECIFICADO	2449  	NULL
2956	CONTRACTURA ARTICULACION NO ESPECIFICADO	71840 	NULL
2957	FRACTURA ABIERTA DE SACRO Y COCCIX	8057  	NULL
2958	VOMITO POSTCIRUGIA GASTROINTESTINAL	5643  	NULL
2959	DIABETES MELLITUS NO ESPECIFICADO TIPO I DESCONTROLADA	25003 	NULL
2960	GLAUCOMA NO DEFINITIVO ANGULO ANATOMICO CERRADO	36502 	NULL
2961	ASISTENCIA ANTICONCEPTIVA OTRA	V258  	NULL
2962	SIFILIS PRECOZ LATENTE RECAIDA POSTRATAMIENTO	0920  	NULL
2963	HERIDA CABEZA NO ESPECIFICADO NO COMPLICADA	8738  	NULL
2964	BRONQUIOLITIS AGUDA POR VIRUS SINCITIAL RESPIRATORIO (RSV)	46611 	NULL
2965	AUTISMO INFANTIL	2990  	NULL
2966	TRASTORNO MENTAL EMBARAZO	6484  	NULL
2967	ALTERACION VISUAL OTRA	3688  	NULL
2968	AMPUTACION TRAUMATICA DEBAJO RODILLA UNILATERAL NO COMPLICADA	8970  	NULL
2969	DERMATITIS ARTEFACTA	6984  	NULL
2970	RETRASO DESARROLLO SEXUAL Y PUBERTAD	2590  	NULL
2971	AMPUTACION TRAUMATICA DEDO PIE NO COMPLICADA	8950  	NULL
2972	FRACTURA CERRADA MIEMBRO INFERIOR CON MIEMBRO SUPERIOR	8280  	NULL
2973	LENGUA GEOGRAFICA	5291  	NULL
2974	TRASTORNO SECRECION SALIVAL	5277  	NULL
2975	EPIFORA POR LAGRIMEO EXCESIVO	37521 	NULL
2976	DIASTASIS MUSCULAR	72884 	NULL
2977	QUEMADURA PRIMER GRADO MUÑECA Y MANO	9441  	NULL
2978	DISFUNCION OVARIO	256   	NULL
2979	ESTREÑIMIENTO POR DISFUNCION EVACUACION	56402 	NULL
2980	HEMOLINFANGIOMA	M91750	NULL
2981	HERIDA LABIO NO COMPLICADA	87343 	NULL
2982	LUXACION CERRADA MUÑECA	8330  	NULL
2983	PIODERMA	6860  	NULL
2984	DEGENERACION COROIDES	3634  	NULL
2985	INSERCION DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO	V251  	NULL
2986	ASTILLA MANO SALVO DEDO SIN INFECCION	9146  	NULL
2987	HIPERPLASIA PROSTATA BENIGNA LOCALIZADA	6002  	NULL
2988	RETRASO MENTAL GRAVE	3181  	NULL
2989	ENFERMEDAD QUIASMA OPTICO POR ENFERMEDAD GLANDULA HIPOFISIS	37751 	NULL
2990	NEOPLASIA BENIGNA PELVIS RIÑON	2231  	NULL
2991	ANOMALIA CONGENITA SISTEMA NERVIOSO OTRA	742   	NULL
2992	LUXACION ABIERTA RODILLA NO ESPECIFICADO	83660 	NULL
2993	INFARTO AGUDO MIOCARDIO OTRA PARED ANTERIOR	4101  	NULL
2994	CATARATA SENIL CORTICAL	36615 	NULL
2995	EQUIMOSIS ESPONTANEA	7827  	NULL
2996	ACCIDENTE FERROVIARIO COLISION MATERIAL RODANTE	E800  	NULL
2997	ENFERMEDAD HUESO Y CARTILAGO OTRA	733   	NULL
2998	COMPLICACION TRAS ABORTO Y EMBARAZO ECTOPICO Y MOLAR	639   	NULL
2999	CONCUSION CEREBRO PERDIDA CONCIENCIA BREVE	8501  	NULL
3000	OBSTRUCCION ARTERIA CEREBRO	434   	NULL
3001	POLICITEMIA FAMILIAR	2896  	NULL
3002	ENFERMEDAD DE VON WILLEBRAND	2864  	NULL
3003	NEOPLASIA MALIGNA TEJIDO BLANDO CABEZA,CARA Y CUELLO	1710  	NULL
3004	DIVERTICULOSIS COLON SIN HEMORRAGIA	56210 	NULL
3005	PORTADOR AMEBIASIS	V022  	NULL
3006	EXAMEN ESPECIAL NEOPLASIA MALIGNA RECTO	V7641 	NULL
3007	CARIES DENTAL NO ESPECIFICADO	52100 	NULL
3008	QUISTE CONJUNTIVA	37275 	NULL
3009	HIRSUTISMO	7041  	NULL
3010	DERMATOFITOSIS OTRA	1108  	NULL
3011	DEFORMIDAD DEDO MANO ADQUIRIDA OTRA Y NO ESPECIFICADO	7362  	NULL
3012	OBESIDAD Y OTRA HIPERALIMENTACION	278   	NULL
3013	AMPUTACION TRAUMATICA PULGAR NO COMPLICADA	8850  	NULL
3014	EXAMEN MEDICO GENERAL(FU)	00830 	NULL
3015	ARTROPATIA TRAUMATICA MUÑECA	71613 	NULL
3016	TIROIDITIS	245   	NULL
3017	ANEMIA HEMOLITICA HEREDITARIA NO ESPECIFICADO	2829  	NULL
3018	INTOLERANCIA HEREDITARIA FRUCTOSA	2712  	NULL
3019	LESION NO ALOPATICA REGION PELVIS	7395  	NULL
3020	NEOPLASIA BENIGNA PIEL PARPADO INCLUSO CANTO	2161  	NULL
3021	ABSCESO EXTRADURAL O SUBDURAL NO ESPECIFICADO	3249  	NULL
3022	LIPIDOSIS	2727  	NULL
3023	VAGINISMO	6251  	NULL
3024	ENFERMEDAD GLANDULA SUDORIPARA	705   	NULL
3025	SEPARACION ESTRATOS RETINA	3624  	NULL
3026	OBSERVACION Y EVALUACION DEL RECIEN NACIDO E INFANTES ANTE CONDICIONES SOSPECHOSA(FU)	00422 	NULL
3027	CONTUSION MAMA	9220  	NULL
3028	MIRINGITIS SIN OTITIS MEDIA	3840  	NULL
3029	MIGRAÑA CLASICA NO INTRATABLE	34600 	NULL
3030	LUXACION RECURRENTE CADERA	71835 	NULL
3031	LESION NERVIO CIATICO	9560  	NULL
3032	ENFERMEDAD GLANDULA SUPRARRENAL	255   	NULL
3033	ENFERMEDAD GENERAL CON IMPLICACION ARTICULAR OTRA	7137  	NULL
3034	PROBLEMA FETO Y PLACENTA OTRO	6568  	NULL
3035	HEMORRAGIA INTRACRANEAL OTRA Y NO ESPECIFICADO	432   	NULL
3036	NEOPLASIA MALIGNA INTESTINO DELGADO	152   	NULL
3037	NEOPLASIA BENIGNA PIEL CUERO CABELLUDO Y CUELLO	2164  	NULL
3038	CONTUSION TEJIDO ORBITA	9212  	NULL
3039	EXAMEN PREOPERATORIO OTRO	V7283 	NULL
3040	VARICES VULVA	4566  	NULL
3041	ENFERMEDAD ENDOCRINA Y METABOLICA FETO Y NEONATO	775   	NULL
3042	HTLV-III/LAV INFECT W SPEC INFECTIONS(FU)	0420  	NULL
3043	FETO Y NEONATO AFECTADO POR ANESTESIA Y ANALGESIA	7635  	NULL
3044	ASMA OBSTRUCTIVA CRONICA CON EPOC CON EXACERBACION AGUDA	49322 	NULL
3045	CONTACTO PARA FROTIS PAPANICOLAU CERVIX	V7232 	NULL
3046	ESTENOSIS URETRA Y CUELLO VEJIGA CONGENITA	7536  	NULL
3047	MONONEURITIS MIEMBRO SUPERIOR Y MONONEURITIS MULTIPLE	354   	NULL
3048	NEOPLASIA MALIGNA TRAQUEA	1620  	NULL
3049	FRACTURA MULTIPLE,OTRA Y NO ESPECIFICADO	827   	NULL
3050	HEPATITIS POR VIRUS B SIN COMA HEPATICO	0703  	NULL
3051	ROSACEA	6953  	NULL
3052	ULCERA DECUBITO ESPALDA SUPERIOR	70702 	NULL
3053	SINDROME DEPENDENCIA ALCOHOL	303   	NULL
3054	RESULTADO ANORMAL ESTUDIO FUNCIONAL PULMON	7942  	NULL
3055	TRASTORNO SIMPLE ACTIVIDAD Y ATENCION SIN HIPERACTIVIDAD	31400 	NULL
3056	ASTILLA PIE Y DEDO PIE CON INFECCION	9177  	NULL
3057	TRAUMATISMO CORAZON Y PULMON	861   	NULL
3058	DERMATOFITOSIS CUERO CABELLUDO Y BARBA	1100  	NULL
3059	EFECTO ADVERSO EMETICO	E9436 	NULL
3060	ENFERMEDAD DEGENERATIVA GLOBO OJO	3602  	NULL
3061	INFECCION POR SALMONELLA LOCALIZADA NO ESPECIFICADO	00320 	NULL
3062	FIEBRE ESPIRILAR	0260  	NULL
3063	ERITEMA NODOSO	6952  	NULL
3064	CONTUSION GLOBO OJO	9213  	NULL
3065	APLASTAMIENTO RODILLA Y PIERNA	9281  	NULL
3066	ENFERMEDAD DE MENIERE ACTIVA COCLEOVESTIBULAR	38601 	NULL
3067	TRAUMATISMO CADERA Y MUSLO OTRO Y NO ESPECIFICADO	9596  	NULL
3068	ENVENENAMIENTO POR ANALGESICO,ANTIPIRETICO Y ANTIRREUMATICO	965   	NULL
3069	POLIMIALGIA REUMATICA	725   	NULL
3070	TRASTORNO CONTROL IMPULSO NCOC	3123  	NULL
3071	NACIDO VIVO PARTO UNICO EN HOSPITAL	V300  	NULL
3072	GOTA CON MANIFESTACION OTRA	2748  	NULL
3073	GALACTORREA NO ASOCIADA A PARTO	6116  	NULL
3074	NEOPLASIA MALIGNA PLEURA NO ESPECIFICADO	1639  	NULL
3075	INFLAMACION UTERO CRONICA	6151  	NULL
3076	DEBILIDAD MUSCULAR	72887 	NULL
3077	INFECCION POR ESCHERICHIA COLI INTESTINO ENTEROPATOGENICO	00801 	NULL
3078	TRASTORNO MENOPAUSICO Y POSTMENOPAUSICO NO ESPECIFICADO	6279  	NULL
3079	PROBLEMA OJO OTRO	V411  	NULL
3080	FETO Y NEONATO AFECTADO POR COMPLICACION PLACENTA Y CORDON	762   	NULL
3081	NEOPLASIA BENIGNA APARATO DIGESTIVO OTRA	211   	NULL
3082	HALLAZGO ANORMAL EXAMEN RADIOLOGICO CRANEO Y CABEZA	7930  	NULL
3083	ISOINMUNIZACION INCOMPATIBILIDAD ABO	6562  	NULL
3084	ULCERA PEPTICA NO ESPECIFICADO AGUDA CON HEMORRAGIA	5330  	NULL
3085	MICROCEFALIA	7421  	NULL
3086	EXAMEN ESPECIAL NEOPLASIA MALIGNA OTRA	V764  	NULL
3087	POLIPO ADENOMATOSO MULTIPLE	M82210	NULL
3088	CONJUNTIVITIS POR VIRUS NO ESPECIFICADO	07799 	NULL
3089	DISQUINESIA ESOFAGO	5305  	NULL
3090	INSUFICIENCIA VALVULA AORTICA CONGENITA	7464  	NULL
3091	GLAUCOMA ANGULO CERRADO PRIMARIO NO ESPECIFICADO	36520 	NULL
3092	ABRASION DEDO MANO SIN INFECCION	9150  	NULL
3093	FETO Y NEONATO AFECTADO POR PARTO PRECIPITADO	7636  	NULL
3094	ABSCESO Y CELULITIS DEDO NO ESPECIFICADO	6819  	NULL
3095	DERMATITIS POR DISOLVENTE	6922  	NULL
3096	PROBLEMA URINARIO OTRO	V474  	NULL
3097	TRAUMATISMO CARA Y CUELLO OTRO Y NO ESPECIFICADO	95909 	NULL
3098	NEOPLASIA BENIGNA OJO CONJUNTIVA	2243  	NULL
3099	LESION NERVIO MULTIPLE	9578  	NULL
3100	GANANCIA PESO INSUFICIENTE INFANCIA	78341 	NULL
3101	FRACTURA ABIERTA DE OTROS HUESOS FACIALES	8029  	NULL
3102	SORDERA NO ESPECIFICADO	3899  	NULL
3103	QUISTE O FISTULA HENDIDURA BRANQUIAL	7444  	NULL
3104	CUIDADO PARA REHABILITACION	V57   	NULL
3105	NEOPLASIA CELULA GIGANTE VAINA TENDINOSA	72702 	NULL
3106	PERDIDA MEMORIA	78093 	NULL
3107	RETINOPATIA DE FONDO OTRA	3621  	NULL
3108	ANEMIA SIDEROBLASTICA	2850  	NULL
3109	INFECCION GASTROSTOMIA	53641 	NULL
3110	ENFERMEDAD DE BOWEN	M80812	NULL
3111	ABRASION ANTEBRAZO Y MUÑECA CON INFECCION	9131  	NULL
3112	ABUSO CANNABIS NO ESPECIFICADO	30520 	NULL
3113	DIABETES MELLITUS CON ALTERACION RIÑON TIPO II	25040 	NULL
3114	DERMATITIS POR DETERGENTE	6920  	NULL
3115	LESION SUPERFICIAL PARPADO Y ZONA PERIOCULAR	9180  	NULL
3116	INFECCION POR GIARDIA	0071  	NULL
3117	DIASTEMATOMIELIA	74251 	NULL
3118	GLAUCOMA CON TRASTORNO CRISTALINO	3655  	NULL
3119	EFECTO TARDIO TUBERCULOSIS	137   	NULL
3120	LESION SUPERFICIAL HOMBRO Y BRAZO OTRA Y NO ESPECIFICADO SIN INFECCION	9128  	NULL
3121	PULPITIS	5220  	NULL
3122	TIROIDITIS AGUDA	2450  	NULL
3123	REACCION ADAPTACION	309   	NULL
3124	NEUMOCONIOSIS POR OTRO POLVO INORGANICO	503   	NULL
3125	TRASTORNO FUNCIONAL INTESTINO OTRO	5648  	NULL
3126	PINGUECULA	37251 	NULL
3127	ESTADO ANSIEDAD OTRO	30009 	NULL
3128	REVISION TRATAMIENTO NO ESPECIFICADO	V679  	NULL
3129	ARTERITIS DE CELULA GIGANTE	4465  	NULL
3130	BOCIO NODULAR NO TOXICO	241   	NULL
3131	OSTEOARTROSIS LOCALIZADA NO ESPECIFICADO HOMBRO	71531 	NULL
3132	ESGUINCE INTERFALANGICO	84213 	NULL
3133	DEHISCENCIA ANTIGUA LIGAMENTO COLATERAL LATERAL	71781 	NULL
3134	ESPONDILOSIS TORACICA CON MIELOPATIA	72141 	NULL
3135	QUEMADURA MIEMBRO SUPERIOR SALVO MANO	943   	NULL
3136	HISTERIA CONVERSION	30011 	NULL
3137	ANOMALIA DENTOFACIAL	524   	NULL
3138	NEOPLASIA MALIGNA MAMA FEMENINA COLA AXILAR	1746  	NULL
3139	ENVENENAMIENTO POR FARMACO METABOLISMO ACIDO URICO	9747  	NULL
3140	SORDERA SENSORIAL	38911 	NULL
3141	URETRITIS NO GONOCOCICA OTRA	0994  	NULL
3142	COLELITIASIS CON OTRA COLECISTITIS SIN OBSTRUCCION	57410 	NULL
3143	MIOPATIA EN ENF ENDOCRINA COC	3595  	NULL
3144	COMPLICACION GASTROSTOMIA NO ESPECIFICADO	53640 	NULL
3145	DESNUTRICION GRADO LEVE	2631  	NULL
3146	ENFERMEDAD ORIGINADA EN PERIODO PERINATAL OTRA	7798  	NULL
3147	TIROIDITIS CRONICA OTRA Y NO ESPECIFICADO	2458  	NULL
3148	ERITEMA INFECCIOSO	0570  	NULL
3149	ESTENOSIS RECTO Y ANO	5692  	NULL
3150	ARTRITIS INFECCIOSA NO ESPECIFICADO MANO	71194 	NULL
3151	OTITIS EXTERNA INFECCIOSA NO ESPECIFICADO	38010 	NULL
3152	TRAUMATISMO HIGADO CON TRAUMA ABDOMEN ABIERTO	8641  	NULL
3153	ARTROPATIA ASOCIADA REACCION HIPERSENSIBILIDAD	7136  	NULL
3154	EFECTO TARDIO HERIDA SUPERFICIAL	9062  	NULL
3155	EPIFORA	3752  	NULL
3156	DIABETES MELLITUS CON ALTERACION NO ESPECIFICADO TIPO II DESCONTROLADA	25092 	NULL
3157	ESCLEROSIS SISTEMICA	7101  	NULL
3158	INFECCION POR TRICHOMONA UROGENITAL NO ESPECIFICADO	13100 	NULL
3159	OTHER PERIPHERAL VASCULAR DISEASE(FU)	44389 	NULL
3160	HEPATITIS CRONICA OTRA	57149 	NULL
3161	DESPRENDIMIENTO RETINA OTRO	3618  	NULL
3162	HERIDA DE UNO O VARIOS DEDOS DEL PIE C/LESION TENDINOSA(FU)	8933  	NULL
3163	ENFERMEDAD NERVIO PLANTAR	3556  	NULL
3164	INTOXICACION ALIMENTARIA POR VIBRIO PARAHAEMOLITICUS	0054  	NULL
3165	ABRASION DEDO MANO CON INFECCION	9151  	NULL
3166	ESGUINCE OTRO	8488  	NULL
3167	ESGUINCE CORACOCLAVICULAR	8401  	NULL
3168	PARALISIS CONJUGADA MIRADA	37881 	NULL
3169	INFECCION POR PROTEUS INTESTINO (MIRABILIS)(MORGANII)	0083  	NULL
3170	PENFIGO	6944  	NULL
3171	QUEMADURA SITIO MULTIPLE ESP	946   	NULL
3172	TRAUMATISMO BAZO	865   	NULL
3173	ENFERMEDAD INFECCIOSA Y PARASITARIA OTRA Y NO ESPECIFICADO	136   	NULL
3174	SINTOMA ARTICULACION OTRO	7196  	NULL
3175	HEPATOPATIA CRONICA NO ALCOHOLICA OTRA	5718  	NULL
3176	FRACTURA VERTEBRA CON LESION MEDULA	806   	NULL
3177	ESPASMO LARINGE	47875 	NULL
3178	NEUMONIA POR NEUMOCOCO	481   	NULL
3179	HERIDA HOMBRO Y BRAZO NO COMPLICADA	8800  	NULL
3180	MONONEURITIS MULTIPLE	3545  	NULL
3181	ENCOPRESIS	3077  	NULL
3182	LESION INTRACRANEAL SIN HERIDA CRANEAL ABIERTA OTRA	8540  	NULL
3183	INFECCION POR BACTERIA INTESTINO OTRA	0084  	NULL
3184	HERIDA OIDO EXTERNO NO COMPLICADA	8720  	NULL
3185	LESION SUPERFICIAL DEDO MANO CON INFECCION	9159  	NULL
3186	EQUINOCOCCOSIS PULMON POR GRANULOSUS	1221  	NULL
3187	MELANOMA MALIGNO PIEL CUERO CABELLUDO Y CUELLO	1724  	NULL
3188	TRASTORNO EXPLOSIVO PERSONALIDAD	3013  	NULL
3189	DESPRENDIMIENTO RETINA SEROSO	3612  	NULL
3190	DEPRESION CEREBRAL,COMA Y SIGNO CEREBRAL PERINATAL	7792  	NULL
3191	ENFERMEDAD MEDIASTINO OTRA	5193  	NULL
3192	ANEMIA MEGALOBLASTICA OTRA	2813  	NULL
3193	INFECCION POR VIRUS COXSACKIE	074   	NULL
3194	CONTUSION HOMBRO Y BRAZO MULTIPLE	92309 	NULL
3195	ESGUINCE ESPALDA NO ESPECIFICADO	8479  	NULL
3196	FRACTURA CERRADA VERTEBRA CERVICAL SIN LESION MEDULAR	8050  	NULL
3197	ENFERMEDAD NERVIO ESPINAL [XI PAR]	3524  	NULL
3198	ELECTROCARDIOGRAFIA ANORMAL	79431 	NULL
3199	ARTRITIS POR CRISTALES NO GOTOSA.(FU)	7120  	NULL
3200	TRASTORNO MENTAL NO PSICOTICO POR LESION CEREBRO NO ESPECIFICADO	3109  	NULL
3201	VEJIGA NEUROGENA NO ESPECIFICADO	59654 	NULL
3202	POLIARTERITIS NODOSA Y ENFERMEDAD CONEXA	446   	NULL
3203	TRAUMATISMO PULMON CON TRAUMA TORAX CERRADO	8612  	NULL
3204	ASMA EXTRINSECA CON ESTADO ASMATICO	49301 	NULL
3205	ADENOMA SAI	M81400	NULL
3206	ENFERMEDAD ORGANO GENITAL FEMENINO NO ESPECIFICADO	6299  	NULL
3207	QUEMADURA SEGUNDO GRADO CABEZA,CARA Y CUELLO	9412  	NULL
3208	TRASTORNOS INESPECIFICADOS DEL DORSO(FU)	7249  	NULL
3209	DERMATITIS ALERGICA Y CONTACTO PARPADO	37332 	NULL
3210	TOFO GOTOSO OTRO	27482 	NULL
3211	EXAMEN DENTAL	V722  	NULL
3212	SINDROME CARCINOIDE	2592  	NULL
3213	RETINOPATIA DE FONDO NO ESPECIFICADO	36210 	NULL
3214	FETO Y NEONATO AFECTADO POR INFECCION MATERNA	7602  	NULL
3215	AMPUTACION TRAUMATICA PULGAR COMPLICADA	8851  	NULL
3216	EFECTO TARDIO LESION PIEL Y SUBCUTANEO	906   	NULL
3217	MONONEURITIS MIEMBRO INFERIOR	355   	NULL
3218	OTITIS MEDIA NO SUPURATIVA AGUDA NO ESPECIFICADO	38100 	NULL
3219	DISFUNCION LABERINTO	3865  	NULL
3220	EFECTO TARDIO LESION OTRA Y NO ESPECIFICADO	908   	NULL
3221	NEOVASCULARIZACION CORNEA	3706  	NULL
3222	EXAMEN ESPECIAL NEOPLASIA MALIGNA MAMA NO ESPECIFICADO	V7610 	NULL
3223	EFECTO TARDIO EFECTO ADVERSO DROGA Y MEDICAMENTO	9095  	NULL
3224	APNEA SUEÑO OTRA Y NO ESPECIFICADO	78057 	NULL
3225	FISTULA INTESTINO EXCEPTO RECTO Y ANO	56981 	NULL
3226	FIEBRE PARATIFOIDEA A	0021  	NULL
3227	NEOPLASIA BENIGNA LABIO,CAVIDAD BOCA Y FARINGE	210   	NULL
3228	ENVENENAMIENTO POR HORMONA	962   	NULL
3229	ESGUINCE METACARPOFALANGICO	84212 	NULL
3230	LESION RAIZ NERVIO SACRO	9533  	NULL
3231	INVERSION CRONICA UTERO	6217  	NULL
3232	TOLERANCIA ANORMAL GLUCOSA	6488  	NULL
3233	PIELOURETERITIS QUISTICA	5903  	NULL
3234	CANDIDIASIS PIEL Y UÑA	1123  	NULL
3235	HEMATOMA PELVIS	6657  	NULL
3236	CISTITIS NO ESPECIFICADO	5959  	NULL
3237	OPACIDAD CORNEA Y OTRO TRASTORNO	371   	NULL
3238	ASISTENCIA ANTICONCEPTIVA ASESORAMIENTO OTRO	V2509 	NULL
3239	RESULTADO ANORMAL ESTUDIO FUNCIONAL CEREBRO Y SNC	7940  	NULL
3240	GLOMERULONEFRITIS CRONICA CON LESION PROLIFERATIVA	5820  	NULL
3241	FROTIS PAPANICOLAU CERVIX ANORMAL NO ESPECIFICO	7950  	NULL
3242	NEURALGIA GLOSOFARINGEO	3521  	NULL
3243	EPILEPSIA NO CONVULSIVA GENERALIZADA INCURABLE	34501 	NULL
3244	PROBLEMA QUE INFLUYE ESTADO SALUD NO ESPECIFICADO	V499  	NULL
3245	ZUMBIDO	3883  	NULL
3246	ENFERMEDAD OIDO EXTERNO	380   	NULL
3247	ACLORHIDRIA	5360  	NULL
3248	LEUCOENCEFALOPATIA MULTIFOCAL PROGRESIVA	0463  	NULL
3249	DIABETES MELLITUS CON ALTERACION RIÑON TIPO II DESCONTROLADA	25042 	NULL
3250	PICADURA INSECTO HOMBRO Y BRAZO SIN INFECCION	9124  	NULL
3251	INFECCION POR HONGO DEMATIACEO [FAEIFOMICOSIS]	1178  	NULL
3252	SINDROME ANSIEDAD ORGANICA	29384 	NULL
3253	ANEMIA PREMATURO	7766  	NULL
3254	DEFORMIDAD ANTEBRAZO Y MANO SALVO DEDO ADQUIRIDA	7360  	NULL
3255	DOLOR ABDOMEN CUADRANTE SUPERIOR IZQUIERDO	78902 	NULL
3256	ARTRITIS ALERGICA RODILLA	71626 	NULL
3257	OPACIDAD CUERPO VITREO OTRA	37924 	NULL
3258	FATIGA POR CALOR TRANSITORIA	9926  	NULL
3259	EXAMEN ESPECIAL ENFERMEDAD GLANDULA TIROIDES	V770  	NULL
3260	PESTE BUBONICA	0200  	NULL
3261	ENFERMEDAD TEJIDO BLANDO OTRA	729   	NULL
3262	EXAMEN ESPECIAL DEPRESION	V790  	NULL
3263	GRANULOMA CONJUNTIVA	37261 	NULL
3264	VAGINITIS Y VULVOVAGINITIS NO ESPECIFICADO	61610 	NULL
3265	INFECCION POR BRUCELLA CANIS	0233  	NULL
3266	DEFORMIDAD MIEMBRO ADQUIRIDA OTRA	7368  	NULL
3267	EXOTROPIA INTERMITENTE MONOCULAR	37823 	NULL
3268	DIVERTICULOSIS COLON CON HEMORRAGIA	56212 	NULL
3269	ESPONDILOSIS	721   	NULL
3270	EFECTO TARDIO TUBERCULOSIS RESPIRATORIA O NO ESPECIFICADO	1370  	NULL
3271	MICCION FRECUENTE Y POLIURIA	7884  	NULL
3272	EXAMEN PSIQUIATRICO GENERAL SOLICITADO POR AUTORIDAD	V701  	NULL
3273	FRACTURA CERRADA ASTRAGALO	82521 	NULL
3274	ESGUINCE CODO Y ANTEBRAZO NO ESPECIFICADO	8419  	NULL
3275	ENFERMEDAD ACTUAL COC EMBARAZO,PARTO Y PUERPERIO	648   	NULL
3276	DISPAREUNIA	6250  	NULL
3277	ABSCESO PARPADO	37313 	NULL
3278	HIPERTENSION ESENCIAL BENIGNA	4011  	NULL
3279	TRASTORNO BIPOLAR DEPRESIVO	2965  	NULL
3280	CONTUSION CORTEX SIN HERIDA CRANEAL ABIERTA	8510  	NULL
3281	DERMATITIS POR FARMACO Y MEDICINA INGERIDO	6930  	NULL
3282	ENFERMEDAD MUSCULO,LIGAMENTO Y FASCIA NO ESPECIFICADO	7289  	NULL
3283	NEOPLASIA MALIGNA OTRA Y NO ESPECIFICADO	195   	NULL
3284	GASTRITIS,ENTERITIS Y COLITIS POR RADIACION	5581  	NULL
3285	QUISTE PARPADO	37484 	NULL
3286	ANORMALIDAD PERFIL COAGULACION	79092 	NULL
3287	OTITIS MEDIA MUCOIDE ALERGICA AGUDA	38105 	NULL
3288	REACCION DEPRESIVA LEVE	3090  	NULL
3289	TRASTORNO EMOCION INFANCIA Y ADOLESCENCIA	313   	NULL
3290	ENFERMEDAD OREJA NO INFECCIOSA	3803  	NULL
3291	FASCITIS NECROTIZANTE	72886 	NULL
3292	PERITONITIS EN ENF INFECCIOSA COC	5670  	NULL
3293	NEUMOPATIA ALVEOLAR Y PARIETOALVEOLAR NO ESPECIFICADO	5169  	NULL
3294	FALLO CARDIACO LADO IZQUIERDO	4281  	NULL
3295	RETINOPATIA DIABETICA NO PROLIFERANTE	36201 	NULL
3296	QUERATOCONJUNTIVITIS OTRA	37049 	NULL
3297	PRURITO ORGANO GENITAL	6981  	NULL
3298	ANEMIA POR CARENCIA HIERRO SECUNDARIA INGESTION HIERRO	2801  	NULL
3299	ENFERMEDAD LINFATICO NO INFECCIOSA	457   	NULL
3300	EMBOLIA GRASA	9581  	NULL
3301	QUEMADURA PRIMER GRADO TRONCO MULTIPLE Y OTRO	94219 	NULL
3302	ENVENENAMIENTO POR ANTIBIOTICO	960   	NULL
3303	SINDROME DE BEHCET	1361  	NULL
3304	PITIRIASIS ROSACEA	6963  	NULL
3305	APLASTAMIENTO TRONCO	926   	NULL
3306	EDEMA POR CALOR	9927  	NULL
3307	ESGUINCE ESTERNON	8484  	NULL
3308	PALUDISMO MIXTO	0845  	NULL
3309	CAIDA ACCIDENTAL OTRA Y NO ESPECIFICADO	E888  	NULL
3310	ANOMALIA CONGENITA BAZO	7590  	NULL
3311	COMPLICACION CORDON UMBILICAL OTRA	6638  	NULL
3312	CUIDADO POSTERIOR COLOCACION CATETER DIALISIS RIÑON	V561  	NULL
3313	NEVUS COMPUESTO	M87600	NULL
3314	ASTILLA OTRA,MULTIPLE Y NO ESPECIFICADO CON INFECCION	9197  	NULL
3315	HIPERPLASIA APENDICULAR (LINFOIDE)	5430  	NULL
3316	PSICALGIA CABEZA POR TENSION	30781 	NULL
3317	ESGUINCE TARSOMETATARSIANO	84511 	NULL
3318	ATEROSCLEROSIS CORONARIA NO ESPECIFICADO	41400 	NULL
3319	ARTROPATIA CRISTALINA	712   	NULL
3320	TULAREMIA	021   	NULL
3321	TUBERCULOMA MEDULA ESPINAL	0134  	NULL
3322	HERIDA PARED TORAX	875   	NULL
3323	DEFICIENCIA VITAMINA B6	2661  	NULL
3324	FRACTURA CERRADA BOVEDA CRANEO CONTUSION CEREBRAL	8001  	NULL
3325	COREA REUMATICA SIN COMPLICACION CORAZON	3929  	NULL
3326	ATROFIA VULVA	6241  	NULL
3327	EXAMEN PREOPERATORIO NO ESPECIFICADO	V7284 	NULL
3328	ABORTO LEGAL INDUCIDO	635   	NULL
3329	REACCION ADAPTACION OTRA	3098  	NULL
3330	HIPERALDOSTERONISMO	2551  	NULL
3331	INFECCION POR BARTONELLA	0880  	NULL
3332	PROTEINURIA POSTURAL	5936  	NULL
3333	ENFERMEDAD PIEL Y SUBCUTANEO NO ESPECIFICADO	7099  	NULL
3334	LEUCORREA NO ESPECIFICADO	6235  	NULL
3335	TRASTORNO HIPERCINETICO CONDUCTA	3142  	NULL
3336	AMIOTROFIA ESPINAL	3351  	NULL
3337	ENFERMEDAD LENGUA OTRA	5298  	NULL
3338	ENFERMEDAD GLANDULA SEBACEA	706   	NULL
3339	ESGUINCE CUBITOHUMERAL	8413  	NULL
3340	TRASTORNO FOBICO	3002  	NULL
3341	DERMATITIS POR SUSTANCIA INGERIDA	693   	NULL
3342	HIPERQUILOMICRONEMIA	2723  	NULL
3343	INFECCION POR RICKETTSIA POR GARRAPATA	082   	NULL
3344	HERIDA HOMBRO NO COMPLICADA	88000 	NULL
3345	MONOARTRITIS NO ESPECIFICADO CADERA	71665 	NULL
